Toothbrush ID,Village ID,Date,Number of Times Brushed,Total Time Brushed (s)
toothbrush11,village2,2023-11-27,0,0
toothbrush11,village2,2023-11-28,2,148
toothbrush11,village2,2023-11-29,2,124
toothbrush11,village2,2023-11-30,0,0
toothbrush11,village2,2023-12-01,2,143
toothbrush11,village2,2023-12-02,2,155
toothbrush11,village2,2023-12-03,1,34
toothbrush11,village2,2023-12-04,0,0
toothbrush11,village2,2023-12-05,1,62
toothbrush11,village2,2023-12-06,1,99
toothbrush11,village2,2023-12-07,2,134
toothbrush11,village2,2023-12-08,1,63
toothbrush11,village2,2023-12-09,1,31
toothbrush11,village2,2023-12-10,0,0
toothbrush11,village2,2023-12-11,2,211
toothbrush11,village2,2023-12-12,2,103
toothbrush11,village2,2023-12-13,0,0
toothbrush11,village2,2023-12-14,0,0
toothbrush11,village2,2023-12-15,1,119
toothbrush11,village2,2023-12-16,2,142
toothbrush11,village2,2023-12-17,1,36
toothbrush11,village2,2023-12-18,0,0
toothbrush11,village2,2023-12-19,2,155
toothbrush11,village2,2023-12-20,0,0
toothbrush11,village2,2023-12-21,2,139
toothbrush11,village2,2023-12-22,0,0
toothbrush11,village2,2023-12-23,1,30
toothbrush11,village2,2023-12-24,0,0
toothbrush11,village2,2023-12-25,0,0
toothbrush11,village2,2023-12-26,2,155
toothbrush11,village2,2023-12-27,1,100
toothbrush11,village2,2023-12-28,1,70
toothbrush11,village2,2023-12-29,2,97
toothbrush11,village2,2023-12-30,2,227
toothbrush11,village2,2023-12-31,0,0
toothbrush12,village1,2023-01-01,1,107
toothbrush12,village1,2023-01-02,0,0
toothbrush12,village1,2023-01-03,1,113
toothbrush12,village1,2023-01-04,2,129
toothbrush12,village1,2023-01-05,2,168
toothbrush12,village1,2023-01-06,2,122
toothbrush12,village1,2023-01-07,1,41
toothbrush12,village1,2023-01-08,2,129
toothbrush12,village1,2023-01-09,0,0
toothbrush12,village1,2023-01-10,0,0
toothbrush12,village1,2023-01-11,2,85
toothbrush12,village1,2023-01-12,0,0
toothbrush12,village1,2023-01-13,0,0
toothbrush12,village1,2023-01-14,2,126
toothbrush12,village1,2023-01-15,1,98
toothbrush12,village1,2023-01-16,1,43
toothbrush12,village1,2023-01-17,1,60
toothbrush12,village1,2023-01-18,0,0
toothbrush12,village1,2023-01-19,2,207
toothbrush12,village1,2023-01-20,2,188
toothbrush12,village1,2023-01-21,1,32
toothbrush12,village1,2023-01-22,1,50
toothbrush12,village1,2023-01-23,2,163
toothbrush12,village1,2023-01-24,1,114
toothbrush12,village1,2023-01-25,0,0
toothbrush12,village1,2023-01-26,0,0
toothbrush12,village1,2023-01-27,2,170
toothbrush12,village1,2023-01-28,1,109
toothbrush12,village1,2023-01-29,2,101
toothbrush12,village1,2023-01-30,2,191
toothbrush12,village1,2023-01-31,2,128
toothbrush12,village1,2023-02-01,1,88
toothbrush12,village1,2023-02-02,2,166
toothbrush12,village1,2023-02-03,0,0
toothbrush12,village1,2023-02-04,2,108
toothbrush12,village1,2023-02-05,0,0
toothbrush12,village1,2023-02-06,1,97
toothbrush12,village1,2023-02-07,0,0
toothbrush12,village1,2023-02-08,2,206
toothbrush12,village1,2023-02-09,2,170
toothbrush12,village1,2023-02-10,0,0
toothbrush12,village1,2023-02-11,1,98
toothbrush12,village1,2023-02-12,1,32
toothbrush12,village1,2023-02-13,1,83
toothbrush12,village1,2023-02-14,1,96
toothbrush12,village1,2023-02-15,1,59
toothbrush12,village1,2023-02-16,2,72
toothbrush12,village1,2023-02-17,2,129
toothbrush12,village1,2023-02-18,2,202
toothbrush12,village1,2023-02-19,1,98
toothbrush12,village1,2023-02-20,1,107
toothbrush12,village1,2023-02-21,0,0
toothbrush12,village1,2023-02-22,0,0
toothbrush12,village1,2023-02-23,1,42
toothbrush12,village1,2023-02-24,0,0
toothbrush12,village1,2023-02-25,2,80
toothbrush12,village1,2023-02-26,0,0
toothbrush12,village1,2023-02-27,0,0
toothbrush12,village1,2023-02-28,0,0
toothbrush12,village1,2023-03-01,1,73
toothbrush12,village1,2023-03-02,0,0
toothbrush12,village1,2023-03-03,2,121
toothbrush12,village1,2023-03-04,1,36
toothbrush12,village1,2023-03-05,0,0
toothbrush12,village1,2023-03-06,1,32
toothbrush12,village1,2023-03-07,0,0
toothbrush12,village1,2023-03-08,2,134
toothbrush12,village1,2023-03-09,1,107
toothbrush12,village1,2023-03-10,2,171
toothbrush12,village1,2023-03-11,0,0
toothbrush12,village1,2023-03-12,1,86
toothbrush12,village1,2023-03-13,2,158
toothbrush12,village1,2023-03-14,2,139
toothbrush12,village1,2023-03-15,2,130
toothbrush12,village1,2023-03-16,2,172
toothbrush12,village1,2023-03-17,0,0
toothbrush12,village1,2023-03-18,0,0
toothbrush12,village1,2023-03-19,1,35
toothbrush12,village1,2023-03-20,2,169
toothbrush12,village1,2023-03-21,1,108
toothbrush12,village1,2023-03-22,1,64
toothbrush12,village1,2023-03-23,0,0
toothbrush12,village1,2023-03-24,2,147
toothbrush12,village1,2023-03-25,0,0
toothbrush12,village1,2023-03-26,1,107
toothbrush12,village1,2023-03-27,1,110
toothbrush12,village1,2023-03-28,2,183
toothbrush12,village1,2023-03-29,0,0
toothbrush12,village1,2023-03-30,1,120
toothbrush12,village1,2023-03-31,0,0
toothbrush12,village1,2023-04-01,2,139
toothbrush12,village1,2023-04-02,1,31
toothbrush12,village1,2023-04-03,1,31
toothbrush12,village1,2023-04-04,1,62
toothbrush12,village1,2023-04-05,0,0
toothbrush12,village1,2023-04-06,2,208
toothbrush12,village1,2023-04-07,2,180
toothbrush12,village1,2023-04-08,0,0
toothbrush12,village1,2023-04-09,1,36
toothbrush12,village1,2023-04-10,0,0
toothbrush12,village1,2023-04-11,2,67
toothbrush12,village1,2023-04-12,2,212
toothbrush12,village1,2023-04-13,2,134
toothbrush12,village1,2023-04-14,2,107
toothbrush12,village1,2023-04-15,0,0
toothbrush12,village1,2023-04-16,0,0
toothbrush12,village1,2023-04-17,0,0
toothbrush12,village1,2023-04-18,0,0
toothbrush12,village1,2023-04-19,0,0
toothbrush12,village1,2023-04-20,1,73
toothbrush12,village1,2023-04-21,1,77
toothbrush12,village1,2023-04-22,2,146
toothbrush12,village1,2023-04-23,2,71
toothbrush12,village1,2023-04-24,2,155
toothbrush12,village1,2023-04-25,1,40
toothbrush12,village1,2023-04-26,0,0
toothbrush12,village1,2023-04-27,2,116
toothbrush12,village1,2023-04-28,2,176
toothbrush12,village1,2023-04-29,1,107
toothbrush12,village1,2023-04-30,1,44
toothbrush12,village1,2023-05-01,2,157
toothbrush12,village1,2023-05-02,0,0
toothbrush12,village1,2023-05-03,2,194
toothbrush12,village1,2023-05-04,2,195
toothbrush12,village1,2023-05-05,0,0
toothbrush12,village1,2023-05-06,0,0
toothbrush12,village1,2023-05-07,0,0
toothbrush12,village1,2023-05-08,2,141
toothbrush12,village1,2023-05-09,1,73
toothbrush12,village1,2023-05-10,2,225
toothbrush12,village1,2023-05-11,1,86
toothbrush12,village1,2023-05-12,0,0
toothbrush12,village1,2023-05-13,1,61
toothbrush12,village1,2023-05-14,1,80
toothbrush12,village1,2023-05-15,1,113
toothbrush12,village1,2023-05-16,2,210
toothbrush12,village1,2023-05-17,1,102
toothbrush12,village1,2023-05-18,1,61
toothbrush12,village1,2023-05-19,0,0
toothbrush12,village1,2023-05-20,0,0
toothbrush12,village1,2023-05-21,1,38
toothbrush12,village1,2023-05-22,1,74
toothbrush12,village1,2023-05-23,0,0
toothbrush12,village1,2023-05-24,0,0
toothbrush12,village1,2023-05-25,1,53
toothbrush12,village1,2023-05-26,0,0
toothbrush12,village1,2023-05-27,0,0
toothbrush12,village1,2023-05-28,2,182
toothbrush12,village1,2023-05-29,1,53
toothbrush12,village1,2023-05-30,2,168
toothbrush12,village1,2023-05-31,1,33
toothbrush12,village1,2023-06-01,0,0
toothbrush12,village1,2023-06-02,2,130
toothbrush12,village1,2023-06-03,0,0
toothbrush12,village1,2023-06-04,0,0
toothbrush12,village1,2023-06-05,0,0
toothbrush12,village1,2023-06-06,1,64
toothbrush12,village1,2023-06-07,0,0
toothbrush12,village1,2023-06-08,2,143
toothbrush12,village1,2023-06-09,1,68
toothbrush12,village1,2023-06-10,1,60
toothbrush12,village1,2023-06-11,0,0
toothbrush12,village1,2023-06-12,1,46
toothbrush12,village1,2023-06-13,2,79
toothbrush12,village1,2023-06-14,0,0
toothbrush12,village1,2023-06-15,1,114
toothbrush12,village1,2023-06-16,2,112
toothbrush12,village1,2023-06-17,1,91
toothbrush12,village1,2023-06-18,1,33
toothbrush12,village1,2023-06-19,1,95
toothbrush12,village1,2023-06-20,2,164
toothbrush12,village1,2023-06-21,0,0
toothbrush12,village1,2023-06-22,0,0
toothbrush12,village1,2023-06-23,2,117
toothbrush12,village1,2023-06-24,0,0
toothbrush12,village1,2023-06-25,2,113
toothbrush12,village1,2023-06-26,0,0
toothbrush12,village1,2023-06-27,2,192
toothbrush12,village1,2023-06-28,0,0
toothbrush12,village1,2023-06-29,1,114
toothbrush12,village1,2023-06-30,1,39
toothbrush12,village1,2023-07-01,0,0
toothbrush12,village1,2023-07-02,0,0
toothbrush12,village1,2023-07-03,0,0
toothbrush12,village1,2023-07-04,1,71
toothbrush12,village1,2023-07-05,1,50
toothbrush12,village1,2023-07-06,0,0
toothbrush12,village1,2023-07-07,1,37
toothbrush12,village1,2023-07-08,0,0
toothbrush12,village1,2023-07-09,2,195
toothbrush12,village1,2023-07-10,2,167
toothbrush12,village1,2023-07-11,2,93
toothbrush12,village1,2023-07-12,2,120
toothbrush12,village1,2023-07-13,1,112
toothbrush12,village1,2023-07-14,0,0
toothbrush12,village1,2023-07-15,2,172
toothbrush12,village1,2023-07-16,2,120
toothbrush12,village1,2023-07-17,1,30
toothbrush12,village1,2023-07-18,1,38
toothbrush12,village1,2023-07-19,2,162
toothbrush12,village1,2023-07-20,2,125
toothbrush12,village1,2023-07-21,2,76
toothbrush12,village1,2023-07-22,0,0
toothbrush12,village1,2023-07-23,0,0
toothbrush12,village1,2023-07-24,2,137
toothbrush12,village1,2023-07-25,2,190
toothbrush12,village1,2023-07-26,2,186
toothbrush12,village1,2023-07-27,2,203
toothbrush12,village1,2023-07-28,1,44
toothbrush12,village1,2023-07-29,1,77
toothbrush12,village1,2023-07-30,2,162
toothbrush12,village1,2023-07-31,2,174
toothbrush12,village1,2023-08-01,0,0
toothbrush12,village1,2023-08-02,2,177
toothbrush12,village1,2023-08-03,2,146
toothbrush12,village1,2023-08-04,2,178
toothbrush12,village1,2023-08-05,1,95
toothbrush12,village1,2023-08-06,0,0
toothbrush12,village1,2023-08-07,2,140
toothbrush12,village1,2023-08-08,1,112
toothbrush12,village1,2023-08-09,0,0
toothbrush12,village1,2023-08-10,1,41
toothbrush12,village1,2023-08-11,2,168
toothbrush12,village1,2023-08-12,0,0
toothbrush12,village1,2023-08-13,2,168
toothbrush12,village1,2023-08-14,2,117
toothbrush12,village1,2023-08-15,1,118
toothbrush12,village1,2023-08-16,1,38
toothbrush12,village1,2023-08-17,2,86
toothbrush12,village1,2023-08-18,1,103
toothbrush12,village1,2023-08-19,0,0
toothbrush12,village1,2023-08-20,2,119
toothbrush12,village1,2023-08-21,2,193
toothbrush12,village1,2023-08-22,2,143
toothbrush12,village1,2023-08-23,2,99
toothbrush12,village1,2023-08-24,1,44
toothbrush12,village1,2023-08-25,0,0
toothbrush12,village1,2023-08-26,2,146
toothbrush12,village1,2023-08-27,2,115
toothbrush12,village1,2023-08-28,0,0
toothbrush12,village1,2023-08-29,0,0
toothbrush12,village1,2023-08-30,1,95
toothbrush12,village1,2023-08-31,2,167
toothbrush12,village1,2023-09-01,0,0
toothbrush12,village1,2023-09-02,0,0
toothbrush12,village1,2023-09-03,0,0
toothbrush12,village1,2023-09-04,0,0
toothbrush12,village1,2023-09-05,2,202
toothbrush12,village1,2023-09-06,0,0
toothbrush12,village1,2023-09-07,1,101
toothbrush12,village1,2023-09-08,2,144
toothbrush12,village1,2023-09-09,0,0
toothbrush12,village1,2023-09-10,2,117
toothbrush12,village1,2023-09-11,2,138
toothbrush12,village1,2023-09-12,2,182
toothbrush12,village1,2023-09-13,0,0
toothbrush12,village1,2023-09-14,1,72
toothbrush12,village1,2023-09-15,1,40
toothbrush12,village1,2023-09-16,0,0
toothbrush12,village1,2023-09-17,1,48
toothbrush12,village1,2023-09-18,1,57
toothbrush12,village1,2023-09-19,0,0
toothbrush12,village1,2023-09-20,1,35
toothbrush12,village1,2023-09-21,2,184
toothbrush12,village1,2023-09-22,2,110
toothbrush12,village1,2023-09-23,1,75
toothbrush12,village1,2023-09-24,2,168
toothbrush12,village1,2023-09-25,2,178
toothbrush12,village1,2023-09-26,1,105
toothbrush12,village1,2023-09-27,0,0
toothbrush12,village1,2023-09-28,2,224
toothbrush12,village1,2023-09-29,0,0
toothbrush12,village1,2023-09-30,2,99
toothbrush12,village1,2023-10-01,2,144
toothbrush12,village1,2023-10-02,0,0
toothbrush12,village1,2023-10-03,0,0
toothbrush12,village1,2023-10-04,1,103
toothbrush12,village1,2023-10-05,0,0
toothbrush12,village1,2023-10-06,0,0
toothbrush12,village1,2023-10-07,1,67
toothbrush12,village1,2023-10-08,0,0
toothbrush12,village1,2023-10-09,1,57
toothbrush12,village1,2023-10-10,2,126
toothbrush12,village1,2023-10-11,2,130
toothbrush12,village1,2023-10-12,0,0
toothbrush12,village1,2023-10-13,2,111
toothbrush12,village1,2023-10-14,0,0
toothbrush12,village1,2023-10-15,0,0
toothbrush12,village1,2023-10-16,0,0
toothbrush12,village1,2023-10-17,1,100
toothbrush12,village1,2023-10-18,0,0
toothbrush12,village1,2023-10-19,2,224
toothbrush12,village1,2023-10-20,0,0
toothbrush12,village1,2023-10-21,1,39
toothbrush12,village1,2023-10-22,1,37
toothbrush12,village1,2023-10-23,0,0
toothbrush12,village1,2023-10-24,2,182
toothbrush12,village1,2023-10-25,2,166
toothbrush12,village1,2023-10-26,2,194
toothbrush12,village1,2023-10-27,2,87
toothbrush12,village1,2023-10-28,2,126
toothbrush12,village1,2023-10-29,0,0
toothbrush12,village1,2023-10-30,1,47
toothbrush12,village1,2023-10-31,1,62
toothbrush12,village1,2023-11-01,2,151
toothbrush12,village1,2023-11-02,1,96
toothbrush12,village1,2023-11-03,1,106
toothbrush12,village1,2023-11-04,2,143
toothbrush12,village1,2023-11-05,1,76
toothbrush12,village1,2023-11-06,0,0
toothbrush12,village1,2023-11-07,0,0
toothbrush12,village1,2023-11-08,1,72
toothbrush12,village1,2023-11-09,1,100
toothbrush12,village1,2023-11-10,0,0
toothbrush12,village1,2023-11-11,0,0
toothbrush12,village1,2023-11-12,2,176
toothbrush12,village1,2023-11-13,1,64
toothbrush12,village1,2023-11-14,2,159
toothbrush12,village1,2023-11-15,1,61
toothbrush12,village1,2023-11-16,1,91
toothbrush12,village1,2023-11-17,0,0
toothbrush12,village1,2023-11-18,1,98
toothbrush12,village1,2023-11-19,0,0
toothbrush12,village1,2023-11-20,0,0
toothbrush12,village1,2023-11-21,1,84
toothbrush12,village1,2023-11-22,1,51
toothbrush12,village1,2023-11-23,2,118
toothbrush12,village1,2023-11-24,0,0
toothbrush12,village1,2023-11-25,1,61
toothbrush12,village1,2023-11-26,0,0
toothbrush12,village1,2023-11-27,0,0
toothbrush12,village1,2023-11-28,2,141
toothbrush12,village1,2023-11-29,2,205
toothbrush12,village1,2023-11-30,0,0
toothbrush12,village1,2023-12-01,2,146
toothbrush12,village1,2023-12-02,0,0
toothbrush12,village1,2023-12-03,0,0
toothbrush12,village1,2023-12-04,2,136
toothbrush12,village1,2023-12-05,0,0
toothbrush12,village1,2023-12-06,1,107
toothbrush12,village1,2023-12-07,1,75
toothbrush12,village1,2023-12-08,0,0
toothbrush12,village1,2023-12-09,2,207
toothbrush12,village1,2023-12-10,1,44
toothbrush12,village1,2023-12-11,0,0
toothbrush12,village1,2023-12-12,0,0
toothbrush12,village1,2023-12-13,0,0
toothbrush12,village1,2023-12-14,2,194
toothbrush12,village1,2023-12-15,0,0
toothbrush12,village1,2023-12-16,0,0
toothbrush12,village1,2023-12-17,2,140
toothbrush12,village1,2023-12-18,2,157
toothbrush12,village1,2023-12-19,0,0
toothbrush12,village1,2023-12-20,1,54
toothbrush12,village1,2023-12-21,0,0
toothbrush12,village1,2023-12-22,1,39
toothbrush12,village1,2023-12-23,1,120
toothbrush12,village1,2023-12-24,2,210
toothbrush12,village1,2023-12-25,0,0
toothbrush12,village1,2023-12-26,0,0
toothbrush12,village1,2023-12-27,1,54
toothbrush12,village1,2023-12-28,0,0
toothbrush12,village1,2023-12-29,1,107
toothbrush12,village1,2023-12-30,2,208
toothbrush12,village1,2023-12-31,0,0
toothbrush13,village2,2023-01-01,1,71
toothbrush13,village2,2023-01-02,1,48
toothbrush13,village2,2023-01-03,1,73
toothbrush13,village2,2023-01-04,1,56
toothbrush13,village2,2023-01-05,1,92
toothbrush13,village2,2023-01-06,0,0
toothbrush13,village2,2023-01-07,0,0
toothbrush13,village2,2023-01-08,2,230
toothbrush13,village2,2023-01-09,1,34
toothbrush13,village2,2023-01-10,1,110
toothbrush13,village2,2023-01-11,0,0
toothbrush13,village2,2023-01-12,0,0
toothbrush13,village2,2023-01-13,0,0
toothbrush13,village2,2023-01-14,0,0
toothbrush13,village2,2023-01-15,2,158
toothbrush13,village2,2023-01-16,2,135
toothbrush13,village2,2023-01-17,2,198
toothbrush13,village2,2023-01-18,0,0
toothbrush13,village2,2023-01-19,0,0
toothbrush13,village2,2023-01-20,1,68
toothbrush13,village2,2023-01-21,2,143
toothbrush13,village2,2023-01-22,1,108
toothbrush13,village2,2023-01-23,2,141
toothbrush13,village2,2023-01-24,0,0
toothbrush13,village2,2023-01-25,2,219
toothbrush13,village2,2023-01-26,0,0
toothbrush13,village2,2023-01-27,2,168
toothbrush13,village2,2023-01-28,0,0
toothbrush13,village2,2023-01-29,0,0
toothbrush13,village2,2023-01-30,2,158
toothbrush13,village2,2023-01-31,2,140
toothbrush13,village2,2023-02-01,0,0
toothbrush13,village2,2023-02-02,0,0
toothbrush13,village2,2023-02-03,2,102
toothbrush13,village2,2023-02-04,0,0
toothbrush13,village2,2023-02-05,2,91
toothbrush13,village2,2023-02-06,1,45
toothbrush13,village2,2023-02-07,2,140
toothbrush13,village2,2023-02-08,2,200
toothbrush13,village2,2023-02-09,1,113
toothbrush13,village2,2023-02-10,2,159
toothbrush13,village2,2023-02-11,2,169
toothbrush13,village2,2023-02-12,2,230
toothbrush13,village2,2023-02-13,1,112
toothbrush13,village2,2023-02-14,0,0
toothbrush13,village2,2023-02-15,2,113
toothbrush13,village2,2023-02-16,0,0
toothbrush13,village2,2023-02-17,2,134
toothbrush13,village2,2023-02-18,0,0
toothbrush13,village2,2023-02-19,1,84
toothbrush13,village2,2023-02-20,1,73
toothbrush13,village2,2023-02-21,1,73
toothbrush13,village2,2023-02-22,1,79
toothbrush13,village2,2023-02-23,0,0
toothbrush13,village2,2023-02-24,2,81
toothbrush13,village2,2023-02-25,2,141
toothbrush13,village2,2023-02-26,1,88
toothbrush13,village2,2023-02-27,2,103
toothbrush13,village2,2023-02-28,1,82
toothbrush13,village2,2023-03-01,1,48
toothbrush13,village2,2023-03-02,2,161
toothbrush13,village2,2023-03-03,1,106
toothbrush13,village2,2023-03-04,2,100
toothbrush13,village2,2023-03-05,2,127
toothbrush13,village2,2023-03-06,0,0
toothbrush13,village2,2023-03-07,2,158
toothbrush13,village2,2023-03-08,0,0
toothbrush13,village2,2023-03-09,0,0
toothbrush13,village2,2023-03-10,1,107
toothbrush13,village2,2023-03-11,0,0
toothbrush13,village2,2023-03-12,2,145
toothbrush13,village2,2023-03-13,0,0
toothbrush13,village2,2023-03-14,2,196
toothbrush13,village2,2023-03-15,1,118
toothbrush13,village2,2023-03-16,1,120
toothbrush13,village2,2023-03-17,0,0
toothbrush13,village2,2023-03-18,1,48
toothbrush13,village2,2023-03-19,0,0
toothbrush13,village2,2023-03-20,2,192
toothbrush13,village2,2023-03-21,2,113
toothbrush13,village2,2023-03-22,0,0
toothbrush13,village2,2023-03-23,1,36
toothbrush13,village2,2023-03-24,0,0
toothbrush13,village2,2023-03-25,1,57
toothbrush13,village2,2023-03-26,0,0
toothbrush13,village2,2023-03-27,1,85
toothbrush13,village2,2023-03-28,2,159
toothbrush13,village2,2023-03-29,2,77
toothbrush13,village2,2023-03-30,2,108
toothbrush13,village2,2023-03-31,2,105
toothbrush13,village2,2023-04-01,1,106
toothbrush13,village2,2023-04-02,1,77
toothbrush13,village2,2023-04-03,2,120
toothbrush13,village2,2023-04-04,2,162
toothbrush13,village2,2023-04-05,1,57
toothbrush13,village2,2023-04-06,0,0
toothbrush13,village2,2023-04-07,2,113
toothbrush13,village2,2023-04-08,0,0
toothbrush13,village2,2023-04-09,2,165
toothbrush13,village2,2023-04-10,1,59
toothbrush13,village2,2023-04-11,2,131
toothbrush13,village2,2023-04-12,1,94
toothbrush13,village2,2023-04-13,1,35
toothbrush13,village2,2023-04-14,2,126
toothbrush13,village2,2023-04-15,2,223
toothbrush13,village2,2023-04-16,2,161
toothbrush13,village2,2023-04-17,2,170
toothbrush13,village2,2023-04-18,1,79
toothbrush13,village2,2023-04-19,0,0
toothbrush13,village2,2023-04-20,0,0
toothbrush13,village2,2023-04-21,0,0
toothbrush13,village2,2023-04-22,2,141
toothbrush13,village2,2023-04-23,2,208
toothbrush13,village2,2023-04-24,1,92
toothbrush13,village2,2023-04-25,1,74
toothbrush13,village2,2023-04-26,2,136
toothbrush13,village2,2023-04-27,0,0
toothbrush13,village2,2023-04-28,0,0
toothbrush13,village2,2023-04-29,1,100
toothbrush13,village2,2023-04-30,2,141
toothbrush13,village2,2023-05-01,0,0
toothbrush13,village2,2023-05-02,1,73
toothbrush13,village2,2023-05-03,2,161
toothbrush13,village2,2023-05-04,2,180
toothbrush13,village2,2023-05-05,2,120
toothbrush13,village2,2023-05-06,2,120
toothbrush13,village2,2023-05-07,2,223
toothbrush13,village2,2023-05-08,1,45
toothbrush13,village2,2023-05-09,1,60
toothbrush13,village2,2023-05-10,2,185
toothbrush13,village2,2023-05-11,2,96
toothbrush13,village2,2023-05-12,2,207
toothbrush13,village2,2023-05-13,0,0
toothbrush13,village2,2023-05-14,1,101
toothbrush13,village2,2023-05-15,1,113
toothbrush13,village2,2023-05-16,2,152
toothbrush13,village2,2023-05-17,2,140
toothbrush13,village2,2023-05-18,2,112
toothbrush13,village2,2023-05-19,1,81
toothbrush13,village2,2023-05-20,2,130
toothbrush13,village2,2023-05-21,0,0
toothbrush13,village2,2023-05-22,1,85
toothbrush13,village2,2023-05-23,2,158
toothbrush13,village2,2023-05-24,1,114
toothbrush13,village2,2023-05-25,0,0
toothbrush13,village2,2023-05-26,0,0
toothbrush13,village2,2023-05-27,1,71
toothbrush13,village2,2023-05-28,1,73
toothbrush13,village2,2023-05-29,0,0
toothbrush13,village2,2023-05-30,0,0
toothbrush13,village2,2023-05-31,2,113
toothbrush13,village2,2023-06-01,0,0
toothbrush13,village2,2023-06-02,2,143
toothbrush13,village2,2023-06-03,0,0
toothbrush13,village2,2023-06-04,1,88
toothbrush13,village2,2023-06-05,0,0
toothbrush13,village2,2023-06-06,1,94
toothbrush13,village2,2023-06-07,2,179
toothbrush13,village2,2023-06-08,2,159
toothbrush13,village2,2023-06-09,1,41
toothbrush13,village2,2023-06-10,0,0
toothbrush13,village2,2023-06-11,2,178
toothbrush13,village2,2023-06-12,2,149
toothbrush13,village2,2023-06-13,0,0
toothbrush13,village2,2023-06-14,0,0
toothbrush13,village2,2023-06-15,2,179
toothbrush13,village2,2023-06-16,0,0
toothbrush13,village2,2023-06-17,0,0
toothbrush13,village2,2023-06-18,2,82
toothbrush13,village2,2023-06-19,1,68
toothbrush13,village2,2023-06-20,0,0
toothbrush13,village2,2023-06-21,1,117
toothbrush13,village2,2023-06-22,2,110
toothbrush13,village2,2023-06-23,1,118
toothbrush13,village2,2023-06-24,1,88
toothbrush13,village2,2023-06-25,0,0
toothbrush13,village2,2023-06-26,1,52
toothbrush13,village2,2023-06-27,2,136
toothbrush13,village2,2023-06-28,1,40
toothbrush13,village2,2023-06-29,0,0
toothbrush13,village2,2023-06-30,2,160
toothbrush13,village2,2023-07-01,2,102
toothbrush13,village2,2023-07-02,2,74
toothbrush13,village2,2023-07-03,1,67
toothbrush13,village2,2023-07-04,0,0
toothbrush13,village2,2023-07-05,2,204
toothbrush13,village2,2023-07-06,1,44
toothbrush13,village2,2023-07-07,1,75
toothbrush13,village2,2023-07-08,2,155
toothbrush13,village2,2023-07-09,1,98
toothbrush13,village2,2023-07-10,0,0
toothbrush13,village2,2023-07-11,2,103
toothbrush13,village2,2023-07-12,0,0
toothbrush13,village2,2023-07-13,1,92
toothbrush13,village2,2023-07-14,0,0
toothbrush13,village2,2023-07-15,2,199
toothbrush13,village2,2023-07-16,0,0
toothbrush13,village2,2023-07-17,1,107
toothbrush13,village2,2023-07-18,0,0
toothbrush13,village2,2023-07-19,2,146
toothbrush13,village2,2023-07-20,1,92
toothbrush13,village2,2023-07-21,1,115
toothbrush13,village2,2023-07-22,2,160
toothbrush13,village2,2023-07-23,2,165
toothbrush13,village2,2023-07-24,0,0
toothbrush13,village2,2023-07-25,0,0
toothbrush13,village2,2023-07-26,1,96
toothbrush13,village2,2023-07-27,2,161
toothbrush13,village2,2023-07-28,2,152
toothbrush13,village2,2023-07-29,0,0
toothbrush13,village2,2023-07-30,0,0
toothbrush13,village2,2023-07-31,2,127
toothbrush13,village2,2023-08-01,1,35
toothbrush13,village2,2023-08-02,0,0
toothbrush13,village2,2023-08-03,1,58
toothbrush13,village2,2023-08-04,1,98
toothbrush13,village2,2023-08-05,1,89
toothbrush13,village2,2023-08-06,1,114
toothbrush13,village2,2023-08-07,2,182
toothbrush13,village2,2023-08-08,0,0
toothbrush13,village2,2023-08-09,0,0
toothbrush13,village2,2023-08-10,1,64
toothbrush13,village2,2023-08-11,1,72
toothbrush13,village2,2023-08-12,2,132
toothbrush13,village2,2023-08-13,2,206
toothbrush13,village2,2023-08-14,1,48
toothbrush13,village2,2023-08-15,0,0
toothbrush13,village2,2023-08-16,2,95
toothbrush13,village2,2023-08-17,1,77
toothbrush13,village2,2023-08-18,0,0
toothbrush13,village2,2023-08-19,2,212
toothbrush13,village2,2023-08-20,2,182
toothbrush13,village2,2023-08-21,0,0
toothbrush13,village2,2023-08-22,1,119
toothbrush13,village2,2023-08-23,1,94
toothbrush13,village2,2023-08-24,0,0
toothbrush13,village2,2023-08-25,2,143
toothbrush13,village2,2023-08-26,2,106
toothbrush13,village2,2023-08-27,1,101
toothbrush13,village2,2023-08-28,2,100
toothbrush13,village2,2023-08-29,0,0
toothbrush13,village2,2023-08-30,0,0
toothbrush13,village2,2023-08-31,1,40
toothbrush13,village2,2023-09-01,1,103
toothbrush13,village2,2023-09-02,0,0
toothbrush13,village2,2023-09-03,0,0
toothbrush13,village2,2023-09-04,1,119
toothbrush13,village2,2023-09-05,1,32
toothbrush13,village2,2023-09-06,2,107
toothbrush13,village2,2023-09-07,1,55
toothbrush13,village2,2023-09-08,0,0
toothbrush13,village2,2023-09-09,0,0
toothbrush13,village2,2023-09-10,2,163
toothbrush13,village2,2023-09-11,2,151
toothbrush13,village2,2023-09-12,1,53
toothbrush13,village2,2023-09-13,2,170
toothbrush13,village2,2023-09-14,0,0
toothbrush13,village2,2023-09-15,0,0
toothbrush13,village2,2023-09-16,0,0
toothbrush13,village2,2023-09-17,2,196
toothbrush13,village2,2023-09-18,2,145
toothbrush13,village2,2023-09-19,1,51
toothbrush13,village2,2023-09-20,2,124
toothbrush13,village2,2023-09-21,0,0
